departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda La Floresta,"2,004",6,Mayor de 18 años,,Civil,Muerto,Masculino,5.832222,-74.981944,Accidente por MAP,"(5.832222, -74.981944)"
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda La Floresta,"2,004",6,Mayor de 18 años,,Civil,Muerto,Masculino,5.832222,-74.981944,Accidente por MAP,"(5.832222, -74.981944)"
ARAUCA,81,ARAUQUITA,"81,065",Rural,Sector De Puente Tubo,"2,007",3,Mayor de 18 años,,Fuerza pública,Herido,Masculino,7.023186,-71.384978,Accidente por MAP,"(7.023186, -71.384978)"
PUTUMAYO,86,PUERTO CAICEDO,"86,569",Rural,Vereda Guasimales,"2,001",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,0.68938,-76.603594,Accidente por MAP,"(0.68938, -76.603594)"
CASANARE,85,LA SALINA,"85,136",Rural,Vereda Río Negro,"2,007",9,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,6.185,-72.27,Accidente por MAP,"(6.185, -72.27)"
CASANARE,85,LA SALINA,"85,136",Rural,Vereda Río Negro,"2,007",9,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.185,-72.27,Accidente por MAP,"(6.185, -72.27)"
CAUCA,19,SAN SEBASTIÁN,"19,693",Rural,,"2,001",10,Menor de 18 años,,Civil,Herido,Femenino,1.83868,-76.768311,Accidente por MAP,"(1.83868, -76.768311)"
CAUCA,19,SAN SEBASTIÁN,"19,693",Rural,,"2,001",10,Mayor de 18 años,,Civil,Herido,Masculino,1.83868,-76.768311,Accidente por MAP,"(1.83868, -76.768311)"
CALDAS,17,SAMANÁ,"17,662",Rural,Vereda Cristales,"2,005",7,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Accidente por MAP,"(5.411801, -74.989572)"
BOLIVAR,13,CANTAGALLO,"13,160",Rural,Vereda Morropelao,"2,005",9,Mayor de 18 años,,Fuerza pública,Herido,Masculino,7.317778,-74.064444,Accidente por MAP,"(7.317778, -74.064444)"
BOLIVAR,13,EL CARMEN DE BOLÍVAR,"13,244",Rural,Sector El Bonito,"2,006",1,Mayor de 18 años,,Fuerza pública,Herido,Masculino,9.72129628532,-75.1224120803,Accidente por MAP,"(9.72129628532, -75.1224120803)"
BOLIVAR,13,ZAMBRANO,"13,894",Rural,Kilómetro 30 Jurisdiccion De Zambrano,"2,002",12,Mayor de 18 años,,Civil,Herido,Masculino,9.733253,-74.832099,Accidente por MAP,"(9.733253, -74.832099)"
META,50,LA MACARENA,"50,350",Rural,Vereda El Rubi,"2,007",7,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.4925,-74.510833,Accidente por MAP,"(2.4925, -74.510833)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",7,Mayor de 18 años,,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)"
SANTANDER,68,SURATÁ,"68,780",Rural,Vereda El Mohán,"2,002",3,Mayor de 18 años,,Civil,Herido,Femenino,7.371953,-72.982441,Accidente por MAP,"(7.371953, -72.982441)"
SANTANDER,68,SURATÁ,"68,780",Rural,Vereda El Mohán,"2,002",3,Menor de 18 años,,Civil,Herido,Femenino,7.371953,-72.982441,Accidente por MAP,"(7.371953, -72.982441)"
NORTE DE SANTANDER,54,CONVENCIÓN,"54,206",Rural,Corregimiento Miraflores,"2,003",1,Mayor de 18 años,,Civil,Herido,Masculino,8.475334,-73.336059,Accidente por MAP,"(8.475334, -73.336059)"
BOLIVAR,13,EL CARMEN DE BOLÍVAR,"13,244",Rural,,"2,006",5,Mayor de 18 años,,Fuerza pública,Herido,Masculino,9.685015,-75.122094,Accidente por MAP,"(9.685015, -75.122094)"
QUINDIO,63,CÓRDOBA,"63,212",Rural,Vereda Guayaquil Finca El Ruby,"2,003",5,Menor de 18 años,,Civil,Muerto,Masculino,4.391394,-75.687098,Accidente por MAP,"(4.391394, -75.687098)"
QUINDIO,63,CÓRDOBA,"63,212",Rural,Vereda Guayaquil Finca El Ruby,"2,003",5,Menor de 18 años,,Civil,Herido,Masculino,4.391394,-75.687098,Accidente por MAP,"(4.391394, -75.687098)"
CAQUETA,18,FLORENCIA,"18,001",Rural,,"2,002",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.621012,-75.619118,Accidente por MAP,"(1.621012, -75.619118)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Sector Santa Inés,"2,002",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.135556,-75.008333,Accidente por MAP,"(6.135556, -75.008333)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Sector Santa Inés,"2,002",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.135556,-75.008333,Accidente por MAP,"(6.135556, -75.008333)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Sector Santa Inés,"2,002",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.135556,-75.008333,Accidente por MAP,"(6.135556, -75.008333)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Sector Santa Inés,"2,002",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.135556,-75.008333,Accidente por MAP,"(6.135556, -75.008333)"
TOLIMA,73,PLANADAS,"73,555",Rural,Vereda La Herrera,"2,006",12,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.20579971235,-75.6374554695,Accidente por MAP,"(3.20579971235, -75.6374554695)"
TOLIMA,73,PLANADAS,"73,555",Rural,Vereda La Herrera,"2,006",12,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.20579971235,-75.6374554695,Accidente por MAP,"(3.20579971235, -75.6374554695)"
CUNDINAMARCA,25,GUTIÉRREZ,"25,339",Rural,,"2,005",9,Mayor de 18 años,,Civil,Herido,Masculino,4.255138,-74.002138,Accidente por MUSE,"(4.255138, -74.002138)"
SANTANDER,68,GALÁN,"68,296",Rural,Vereda Hoya Negra,"2,003",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.635169,-73.286803,Accidente por MAP,"(6.635169, -73.286803)"
VAUPES,97,CARURÚ,"97,161",Rural,,"2,006",5,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.012487,-71.296639,Accidente por MAP,"(1.012487, -71.296639)"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda El Conguital,"2,008",1,Mayor de 18 años,,Fuerza pública,Herido,Masculino,7.1745424543,-75.7702545782,Accidente por MAP,"(7.1745424543, -75.7702545782)"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda El Conguital,"2,008",1,Mayor de 18 años,,Fuerza pública,Herido,Masculino,7.1745424543,-75.7702545782,Accidente por MAP,"(7.1745424543, -75.7702545782)"
META,50,URIBE,"50,370",Rural,Vereda Cafetales,"2,008",2,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)"
META,50,URIBE,"50,370",Rural,Vereda Cafetales,"2,008",2,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)"
PUTUMAYO,86,PUERTO CAICEDO,"86,569",Rural,La Palanca,"2,004",2,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,0.707959724984,-76.5993347253,Accidente por MAP,"(0.707959724984, -76.5993347253)"
HUILA,41,BARAYA,"41,078",Rural,,"2,008",3,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.038611,-74.8525,Accidente por MAP,"(3.038611, -74.8525)"
SUCRE,70,MORROA,"70,473",Rural,,"2,002",10,Mayor de 18 años,,Civil,Herido,Masculino,9.339234,-75.29803,Accidente por MAP,"(9.339234, -75.29803)"
NARIÑO,52,SANTA CRUZ,"52,699",Rural,Vereda La Horquetra Sector Chimborazo,"2,008",3,Menor de 18 años,Indigena,Civil,Muerto,Masculino,1.22182,-77.677265,Accidente por MAP,"(1.22182, -77.677265)"
META,50,LA MACARENA,"50,350",Rural,Vereda La Tunia,"2,004",7,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.783611,-74.159167,Accidente por MAP,"(1.783611, -74.159167)"
ANTIOQUIA,5,REMEDIOS,"5,604",Rural,,"1,997",6,Mayor de 18 años,,Civil,Herido,Masculino,7.028009,-74.693451,Accidente por MAP,"(7.028009, -74.693451)"
HUILA,41,ALGECIRAS,"41,020",Rural,,"1,991",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.522444,-75.313361,Accidente por MAP,"(2.522444, -75.313361)"
HUILA,41,ALGECIRAS,"41,020",Rural,,"1,991",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.522444,-75.313361,Accidente por MAP,"(2.522444, -75.313361)"
CAUCA,19,SAN SEBASTIÁN,"19,693",Rural,Sitio Santo Domingo,"2,003",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.83868,-76.768311,Accidente por MAP,"(1.83868, -76.768311)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda San Blas,"2,005",6,Mayor de 18 años,,Civil,Muerto,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda San Blas,"2,005",6,Menor de 18 años,,Civil,Muerto,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)"
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Vereda Pipiola,"2,006",7,Mayor de 18 años,,Civil,Herido,Masculino,7.565599,-75.40127,Accidente por MAP,"(7.565599, -75.40127)"
BOLIVAR,13,ACHÍ,"13,006",Urbana,,"1,996",1,Mayor de 18 años,,Civil,Herido,Masculino,8.573333,-74.560996,Accidente por MUSE,"(8.573333, -74.560996)"
META,50,SAN JUAN DE ARAMA,"50,683",Rural,Vereda La Hermita,"2,004",12,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.380464,-73.878772,Accidente por MAP,"(3.380464, -73.878772)"
META,50,SAN JUAN DE ARAMA,"50,683",Rural,Vereda La Hermita,"2,004",12,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.380464,-73.878772,Accidente por MAP,"(3.380464, -73.878772)"
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda Palestina,"2,005",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.965414,-75.10198,Accidente por MAP,"(5.965414, -75.10198)"
ANTIOQUIA,5,SAN FRANCISCO,"5,652",Rural,Vereda Palestina,"2,005",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.965414,-75.10198,Accidente por MAP,"(5.965414, -75.10198)"
CAUCA,19,SAN SEBASTIÁN,"19,693",Rural,Santo Domingo,"2,003",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.83868,-76.768311,Accidente por MAP,"(1.83868, -76.768311)"
HUILA,41,PITALITO,"41,551",Rural,Vereda La Palma,"2,002",11,Mayor de 18 años,,Civil,Herido,Masculino,1.853024,-76.048718,Accidente por MAP,"(1.853024, -76.048718)"
HUILA,41,PITALITO,"41,551",Rural,Vereda La Palma,"2,002",11,Mayor de 18 años,,Civil,Herido,Masculino,1.853024,-76.048718,Accidente por MAP,"(1.853024, -76.048718)"
ANTIOQUIA,5,ARGELIA,"5,055",Rural,Sitio Rancho Largo,"2,004",6,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,5.721944,-75.171667,Accidente por MAP,"(5.721944, -75.171667)"
ANTIOQUIA,5,ARGELIA,"5,055",Rural,Sitio Rancho Largo,"2,004",6,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.721944,-75.171667,Accidente por MAP,"(5.721944, -75.171667)"
CAQUETA,18,MONTAÑITA,"18,410",Rural,Area General San Isidro,"2,008",2,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.215556,-75.0575,Accidente por MAP,"(1.215556, -75.0575)"
ARAUCA,81,TAME,"81,794",Rural,Vereda Lusitania,"2,008",1,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.520556,-71.401944,Accidente por MAP,"(6.520556, -71.401944)"
META,50,PUERTO RICO,"50,590",Rural,Buena Vista,"2,007",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.706111,-73.189444,Accidente por MAP,"(2.706111, -73.189444)"
META,50,PUERTO RICO,"50,590",Rural,Buena Vista,"2,007",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.706111,-73.189444,Accidente por MAP,"(2.706111, -73.189444)"
META,50,PUERTO RICO,"50,590",Rural,Buena Vista,"2,007",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.706111,-73.189444,Accidente por MAP,"(2.706111, -73.189444)"
META,50,PUERTO RICO,"50,590",Rural,Buena Vista,"2,007",11,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,2.706111,-73.189444,Accidente por MAP,"(2.706111, -73.189444)"
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Inspección Campo Hermoso,"2,004",3,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.902778,-74.658333,Accidente por MAP,"(1.902778, -74.658333)"
ANTIOQUIA,5,SONSÓN,"5,756",Rural,Vereda Rionegro,"2,005",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.711783,-75.31259,Accidente por MAP,"(5.711783, -75.31259)"
ARAUCA,81,FORTUL,"81,300",Rural,Vereda El Mordisco,"2,006",4,Mayor de 18 años,,Civil,Herido,Masculino,6.792924,-71.770658,Accidente por MAP,"(6.792924, -71.770658)"
ARAUCA,81,FORTUL,"81,300",Rural,Vereda El Mordisco,"2,006",4,Mayor de 18 años,,Civil,Herido,Masculino,6.792924,-71.770658,Accidente por MAP,"(6.792924, -71.770658)"
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio El Ventilador,"2,003",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)"
META,50,VILLAVICENCIO,"50,001",Rural,Boscosa Del Caño San José,"2,007",3,Mayor de 18 años,,Civil,Herido,Femenino,4.155378,-73.624479,Accidente por MUSE,"(4.155378, -73.624479)"
META,50,VILLAVICENCIO,"50,001",Rural,Boscosa Del Caño San José,"2,007",3,Mayor de 18 años,,Civil,Herido,Femenino,4.155378,-73.624479,Accidente por MUSE,"(4.155378, -73.624479)"
META,50,VILLAVICENCIO,"50,001",Rural,Boscosa Del Caño San José,"2,007",3,Mayor de 18 años,,Civil,Muerto,Masculino,4.155378,-73.624479,Accidente por MUSE,"(4.155378, -73.624479)"
META,50,VILLAVICENCIO,"50,001",Rural,Boscosa Del Caño San José,"2,007",3,Mayor de 18 años,,Civil,Herido,Masculino,4.155378,-73.624479,Accidente por MUSE,"(4.155378, -73.624479)"
META,50,VILLAVICENCIO,"50,001",Rural,Boscosa Del Caño San José,"2,007",3,Mayor de 18 años,,Civil,Muerto,Masculino,4.155378,-73.624479,Accidente por MUSE,"(4.155378, -73.624479)"
ANTIOQUIA,5,NARIÑO,"5,483",Rural,Quebrada La Maria,"2,008",1,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.633333,-75.272778,Accidente por MAP,"(5.633333, -75.272778)"
CAUCA,19,BOLÍVAR,"19,100",Rural,Montañuela -Cerca De La Cabecera,"2,002",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.834892,-76.966372,Accidente por MAP,"(1.834892, -76.966372)"
CAUCA,19,BOLÍVAR,"19,100",Rural,Montañuela -Cerca De La Cabecera,"2,002",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.834892,-76.966372,Accidente por MAP,"(1.834892, -76.966372)"
CAUCA,19,BOLÍVAR,"19,100",Rural,Montañuela -Cerca De La Cabecera,"2,002",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.834892,-76.966372,Accidente por MAP,"(1.834892, -76.966372)"
CAUCA,19,BOLÍVAR,"19,100",Rural,Montañuela -Cerca De La Cabecera,"2,002",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.834892,-76.966372,Accidente por MAP,"(1.834892, -76.966372)"
ANTIOQUIA,5,LA UNIÓN,"5,400",Rural,Vereda El Cardal,"2,006",8,Menor de 18 años,,Civil,Herido,Masculino,5.974444,-75.361389,Accidente por MAP,"(5.974444, -75.361389)"
ANTIOQUIA,5,LA UNIÓN,"5,400",Rural,Vereda El Cardal,"2,006",8,Menor de 18 años,,Civil,Herido,Masculino,5.974444,-75.361389,Accidente por MAP,"(5.974444, -75.361389)"
ANTIOQUIA,5,LA UNIÓN,"5,400",Rural,Vereda El Cardal,"2,006",8,Menor de 18 años,,Civil,Herido,Masculino,5.974444,-75.361389,Accidente por MAP,"(5.974444, -75.361389)"
ANTIOQUIA,5,LA UNIÓN,"5,400",Rural,Vereda El Cardal,"2,006",8,Menor de 18 años,,Civil,Herido,Masculino,5.974444,-75.361389,Accidente por MAP,"(5.974444, -75.361389)"
ANTIOQUIA,5,AMALFI,"5,031",Rural,Cerro 655 Margen Derecha Porce,"2,006",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,7.244167,-74.924167,Accidente por MAP,"(7.244167, -74.924167)"
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,"95,001",Rural,,"1,996",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)"
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,"95,001",Rural,,"1,996",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)"
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,"95,001",Rural,,"1,996",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)"
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,"95,001",Rural,,"1,996",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)"
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,"95,001",Rural,,"1,996",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)"
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,"95,001",Rural,,"1,996",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)"
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,"95,001",Rural,,"1,996",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.564079,-72.640033,Accidente por MAP,"(2.564079, -72.640033)"
ANTIOQUIA,5,PUERTO BERRÍO,"5,579",Rural,Cerro 655,"2,006",3,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.485476,-74.407956,Accidente por MAP,"(6.485476, -74.407956)"
ANTIOQUIA,5,PUERTO BERRÍO,"5,579",Rural,Cerro 655,"2,006",3,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.485476,-74.407956,Accidente por MAP,"(6.485476, -74.407956)"
ANTIOQUIA,5,PUERTO BERRÍO,"5,579",Rural,Cerro 655,"2,006",3,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.485476,-74.407956,Accidente por MAP,"(6.485476, -74.407956)"
CUNDINAMARCA,25,ALBÁN,"25,019",Rural,Alto De La Cruz,"2,002",7,Menor de 18 años,,Civil,Herido,Masculino,4.875291,-74.439327,Accidente por MAP,"(4.875291, -74.439327)"
SANTANDER,68,SOCORRO,"68,755",Rural,,"1,990",1,Menor de 18 años,,Civil,Herido,Femenino,6.47917,-73.257644,Accidente por MAP,"(6.47917, -73.257644)"
BOLIVAR,13,MORALES,"13,473",Rural,Vereda La Guasima,"2,007",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.288056,-74.100556,Accidente por MAP,"(8.288056, -74.100556)"
BOLIVAR,13,MORALES,"13,473",Rural,Vereda La Guasima,"2,007",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.288056,-74.100556,Accidente por MAP,"(8.288056, -74.100556)"
BOLIVAR,13,MORALES,"13,473",Rural,Vereda La Guasima,"2,007",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.288056,-74.100556,Accidente por MAP,"(8.288056, -74.100556)"
BOLIVAR,13,MORALES,"13,473",Rural,Vereda La Guasima,"2,007",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.288056,-74.100556,Accidente por MAP,"(8.288056, -74.100556)"
BOLIVAR,13,MORALES,"13,473",Rural,Vereda La Guasima,"2,007",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.288056,-74.100556,Accidente por MAP,"(8.288056, -74.100556)"
BOLIVAR,13,MORALES,"13,473",Rural,Vereda La Guasima,"2,007",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.288056,-74.100556,Accidente por MAP,"(8.288056, -74.100556)"
BOLIVAR,13,MORALES,"13,473",Rural,Vereda La Guasima,"2,007",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.288056,-74.100556,Accidente por MAP,"(8.288056, -74.100556)"
BOLIVAR,13,MORALES,"13,473",Rural,Vereda La Guasima,"2,007",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.288056,-74.100556,Accidente por MAP,"(8.288056, -74.100556)"
PUTUMAYO,86,MOCOA,"86,001",Rural,Vereda Santa Marta,"2,003",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.140023,-76.651021,Accidente por MAP,"(1.140023, -76.651021)"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda El Badillo,"2,004",10,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,7.379167,-75.9525,Accidente por MAP,"(7.379167, -75.9525)"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda El Badillo,"2,004",10,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,7.379167,-75.9525,Accidente por MAP,"(7.379167, -75.9525)"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda El Badillo,"2,004",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,7.379167,-75.9525,Accidente por MAP,"(7.379167, -75.9525)"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda El Badillo,"2,004",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,7.379167,-75.9525,Accidente por MAP,"(7.379167, -75.9525)"
CALDAS,17,SAMANÁ,"17,662",Rural,Sitio La Estrella,"2,006",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.516667,-75.035833,Accidente por MAP,"(5.516667, -75.035833)"
CUNDINAMARCA,25,ÚTICA,"25,851",Rural,,"2,003",6,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.188512,-74.481245,Accidente por MAP,"(5.188512, -74.481245)"
CUNDINAMARCA,25,ÚTICA,"25,851",Rural,,"2,003",6,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.188512,-74.481245,Accidente por MAP,"(5.188512, -74.481245)"
CUNDINAMARCA,25,ÚTICA,"25,851",Rural,,"2,003",6,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,5.188512,-74.481245,Accidente por MAP,"(5.188512, -74.481245)"
ARAUCA,81,TAME,"81,794",Rural,Vereda Mundo Nuevo,"2,007",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.202778,-72.054167,Accidente por MAP,"(6.202778, -72.054167)"
CAQUETA,18,MILÁN,"18,460",Rural,Vereda Bello Horizonte,"2,002",5,Menor de 18 años,,Civil,Herido,Masculino,1.289829,-75.507011,Accidente por MAP,"(1.289829, -75.507011)"
ARAUCA,81,TAME,"81,794",Rural,Vereda Alto Cauca,"2,004",3,Mayor de 18 años,,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MUSE,"(6.461209, -71.730855)"
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Mineiro Puerto Palma,"2,003",2,Mayor de 18 años,,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)"
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Mineiro Puerto Palma,"2,003",2,Mayor de 18 años,,Civil,Muerto,Sin Información,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)"
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Mineiro Puerto Palma,"2,003",2,Menor de 18 años,,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)"
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Mineiro Puerto Palma,"2,003",2,Mayor de 18 años,,Civil,Muerto,Sin Información,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)"
ANTIOQUIA,5,SAN LUIS,"5,660",Rural,,"2,004",11,Mayor de 18 años,,Civil,Herido,Masculino,6.042723,-74.994899,Accidente por MAP,"(6.042723, -74.994899)"
NORTE DE SANTANDER,54,CONVENCIÓN,"54,206",Rural,,"2,002",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.6,-73.319,Accidente por MAP,"(8.6, -73.319)"
CUNDINAMARCA,25,EL PEÑÓN,"25,258",Rural,Vereda Cuchire,"2,003",6,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,5.248949,-74.290125,Accidente por MAP,"(5.248949, -74.290125)"
META,50,EL CASTILLO,"50,251",Rural,Sitio El Delirio,"1,996",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.5637,-73.7944,Accidente por MAP,"(3.5637, -73.7944)"
META,50,EL CASTILLO,"50,251",Rural,Sitio El Delirio,"1,996",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.5637,-73.7944,Accidente por MAP,"(3.5637, -73.7944)"
META,50,EL CASTILLO,"50,251",Rural,Sitio El Delirio,"1,996",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.5637,-73.7944,Accidente por MAP,"(3.5637, -73.7944)"
BOLIVAR,13,SAN JUAN NEPOMUCENO,"13,657",Rural,Vereda El Chinchal,"2,007",3,Mayor de 18 años,,Civil,Herido,Masculino,9.975293,-75.079784,Accidente por MAP,"(9.975293, -75.079784)"
ARAUCA,81,TAME,"81,794",Rural,Sector El Garrotazo,"2,008",1,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.455556,-71.923056,Accidente por MAP,"(6.455556, -71.923056)"
ARAUCA,81,TAME,"81,794",Rural,Sector El Garrotazo,"2,008",1,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.455556,-71.923056,Accidente por MAP,"(6.455556, -71.923056)"
ARAUCA,81,TAME,"81,794",Rural,Sector El Garrotazo,"2,008",1,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,6.455556,-71.923056,Accidente por MAP,"(6.455556, -71.923056)"
ARAUCA,81,TAME,"81,794",Rural,Sector El Garrotazo,"2,008",1,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,6.455556,-71.923056,Accidente por MAP,"(6.455556, -71.923056)"
META,50,URIBE,"50,370",Rural,Inspección De La Julia,"2,007",2,Mayor de 18 años,,Civil,Herido,Masculino,3.240915,-74.354381,Accidente por MUSE,"(3.240915, -74.354381)"
ANTIOQUIA,5,YARUMAL,"5,887",Rural,Vereda La Concha,"2,007",12,Menor de 18 años,,Civil,Herido,Masculino,6.963517,-75.41644,Accidente por MAP,"(6.963517, -75.41644)"
